 (-1.518400677090670503e-01+0.000000000000000000e+00j)  (-8.766490396560087939e-02+0.000000000000000000e+00j)  (2.135066953311394400e+00-3.534789213949825204e-02j)
 (-1.518400677090670503e-01+0.000000000000000000e+00j)  (-2.922163465520029313e-02+0.000000000000000000e+00j)  (1.244920959087559398e+00-7.644525944905893218e-03j)
 (-1.518400677090670503e-01+0.000000000000000000e+00j)  (2.922163465520029313e-02+0.000000000000000000e+00j)  (1.018659102594476895e+00-5.686902805151357668e-03j)
 (-1.518400677090670503e-01+0.000000000000000000e+00j)  (8.766490396560087939e-02+0.000000000000000000e+00j)  (2.135066953311357096e+00+3.534789213945177533e-02j)
 (-1.012267118060447002e-01+0.000000000000000000e+00j)  (-1.168865386208011725e-01+0.000000000000000000e+00j)  (1.018659102594476007e+00+5.686902805142282462e-03j)
 (-1.012267118060447002e-01+0.000000000000000000e+00j)  (-5.844326931040058626e-02+0.000000000000000000e+00j)  (4.429487161593786970e-01-1.324255441735824879e-01j)
 (-1.012267118060447002e-01+0.000000000000000000e+00j)  (0.000000000000000000e+00+0.000000000000000000e+00j)  (-2.818691725364373291e+00+1.241100112619808737e-01j)
 (-1.012267118060447002e-01+0.000000000000000000e+00j)  (5.844326931040058626e-02+0.000000000000000000e+00j)  (4.429487161593587685e-01+1.324255441735640859e-01j)
 (-1.012267118060447002e-01+0.000000000000000000e+00j)  (1.168865386208011725e-01+0.000000000000000000e+00j)  (1.244920959087555623e+00+7.644525944909310623e-03j)
 (-5.061335590302235010e-02+0.000000000000000000e+00j)  (-1.461081732760014518e-01+0.000000000000000000e+00j)  (1.244920959087557621e+00+7.644525944906703334e-03j)
 (-5.061335590302235010e-02+0.000000000000000000e+00j)  (-8.766490396560087939e-02+0.000000000000000000e+00j)  (-2.818691725364371958e+00-1.241100112619856338e-01j)
 (-5.061335590302235010e-02+0.000000000000000000e+00j)  (-2.922163465520029313e-02+0.000000000000000000e+00j)  (-8.877758898878427729e+00-6.182482688340999732e-02j)
 (-5.061335590302235010e-02+0.000000000000000000e+00j)  (2.922163465520029313e-02+0.000000000000000000e+00j)  (-8.877758898878411742e+00+6.182482688338382382e-02j)
 (-5.061335590302235010e-02+0.000000000000000000e+00j)  (8.766490396560087939e-02+0.000000000000000000e+00j)  (-2.818691725364368850e+00-1.241100112619853979e-01j)
 (-5.061335590302235010e-02+0.000000000000000000e+00j)  (1.461081732760014518e-01+0.000000000000000000e+00j)  (1.018659102594477783e+00+5.686902805149951674e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j)  (-1.753298079312017588e-01+0.000000000000000000e+00j)  (2.135066953311356652e+00+3.534789213946030323e-02j)
